section	pivot_word	template	occurrences	paper_count	top_papers	exemplar_quotes
results	despite	Consistent with prior reports, Fig. #d shows that the peak photoluminescence emission blue-shifts to higher energies as the nanocrystal size decreases, despite crystal dimensions exceeding dimensions needed for quantum confinement.	1	1	10.1038/s41467-023-39488-0	Consistent with prior reports, Fig. 3d shows that the peak photoluminescence emission blue-shifts to higher energies as the nanocrystal size decreases, despite crystal dimensions exceeding dimensions needed for quantum confinement.
results	yet	Even though larger area halide perovskite LEDs have been investigated to leverage the color purity, spectral tunability, and solution processibility of perovskites, nanoscopic miniaturization of perovskite LEDs has yet to be realized due to the challenge in patterning the emissive layer with high-resolution and deterministic spatial order.	1	1	10.1038/s41467-023-39488-0	Even though larger area halide perovskite LEDs have been investigated to leverage the color purity, spectral tunability, and solution processibility of perovskites, nanoscopic miniaturization of perovskite LEDs has yet to be realized due to the challenge in patterning the emissive layer with high-resolution and deterministic spatial order.
discussion	however	However, the prospects may be extended to a diverse set of device platforms utilizing perovskites' superior optoelectronic properties such as on-chip lasers, memristors, and quantum light sources.	1	1	10.1038/s41467-023-39488-0	However, the prospects may be extended to a diverse set of device platforms utilizing perovskites' superior optoelectronic properties such as on-chip lasers, memristors, and quantum light sources.
abstract	however	However, the rapid nature of their synthesis precludes a detailed understanding of the synthetic pathways, thereby limiting the optimisation.	1	1	10.1038/s41467-024-53221-5	However, the rapid nature of their synthesis precludes a detailed understanding of the synthetic pathways, thereby limiting the optimisation.
introduction	however	However, LHP nanocrystal syntheses are typically finalised within seconds, severely impeding real-time analysis and, thus, a tailored anisotropic nanocrystal fabrication.	1	1	10.1038/s41467-024-53221-5	However, LHP nanocrystal syntheses are typically finalised within seconds, severely impeding real-time analysis and, thus, a tailored anisotropic nanocrystal fabrication.
introduction	yet	This allowed for a detailed analysis of the growth mechanism, yet it often changed the final shape of the resulting nanocrystals.	1	1	10.1038/s41467-024-53221-5	This allowed for a detailed analysis of the growth mechanism, yet it often changed the final shape of the resulting nanocrystals.
results	while	The formation of anisotropic nanocrystals is promoted by a stoichiometric deficiency of Cs+ ions, while the nanocrystal thickness depends on the ratio of Cs-oleate to PbBr# precursor.	1	1	10.1038/s41467-024-53221-5	The formation of anisotropic nanocrystals is promoted by a stoichiometric deficiency of Cs+ ions, while the nanocrystal thickness depends on the ratio of Cs-oleate to PbBr2 precursor.
results	however	The question remains, however, how to achieve control of anisotropy and ML thickness based on rational principles.	1	1	10.1038/s41467-024-53221-5	The question remains, however, how to achieve control of anisotropy and ML thickness based on rational principles.
results	but	By varying the precursor concentration as well as the antisolvent volume, we find that an increased relative concentration of intermediate nanoclusters leads to assembly in the mesophase, similar to observations for CdS magic-sized clusters, but not to nanorod growth, as the destabilizing effect of the antisolvent is then insufficient.	1	1	10.1038/s41467-024-53221-5	By varying the precursor concentration as well as the antisolvent volume, we find that an increased relative concentration of intermediate nanoclusters leads to assembly in the mesophase, similar to observations for CdS magic-sized clusters, but not to nanorod growth, as the destabilizing effect of the antisolvent is then insufficient.
methods	while	First, the Cs-oleate precursor was prepared by dissolving Cs#CO# (# mmol, # mg) in oleic acid (# mL) while stirring at # °C for up to three hours until a clear solution was obtained.	1	1	10.1038/s41467-024-53221-5	First, the Cs-oleate precursor was prepared by dissolving Cs2CO3 (0.1 mmol, 32.6 mg) in oleic acid (10 mL) while stirring at 85 °C for up to three hours until a clear solution was obtained.
introduction	despite	Despite the rapid development of the versatile application for perovskite colloidal QDs, the synthesis of perovskite QD colloids has always been a focus of attention for numerous researchers.	1	1	10.1038/s41467-024-45945-1	Despite the rapid development of the versatile application for perovskite colloidal QDs, the synthesis of perovskite QD colloids has always been a focus of attention for numerous researchers.
introduction	however	However, this approach is not suitable for low-cost large-scale production and severely limits its further commercial applications.	1	1	10.1038/s41467-024-45945-1	However, this approach is not suitable for low-cost large-scale production and severely limits its further commercial applications.
results	however	However, the colloidal stability of this hybrid perovskite QDs is relatively poor due to the presence of A-site organic component.	1	1	10.1038/s41467-024-45945-1	However, the colloidal stability of this hybrid perovskite QDs is relatively poor due to the presence of A-site organic component.
results	but	But even if the reaction time was prolonged from # to # min, the main emission peak position remains almost unchanged.	1	1	10.1038/s41467-024-45945-1	But even if the reaction time was prolonged from 3 to 6 min, the main emission peak position remains almost unchanged.
results	nevertheless	Nevertheless, the promotion effect of increasing synthesis temperature and prolonging reaction time on the growth of pure-iodine Sn-Pb perovskite QDs is still limited, resulting from the limited amount of Cs precursor and the inhibition of continued growth process.	1	1	10.1038/s41467-024-45945-1	Nevertheless, the promotion effect of increasing synthesis temperature and prolonging reaction time on the growth of pure-iodine Sn-Pb perovskite QDs is still limited, resulting from the limited amount of Cs precursor and the inhibition of continued growth process.
