from_section	to_section	pattern	occurrences	paper_count	top_papers	exemplar_quotes
abstract	introduction	Quantum dots (QDs) are a typical semiconductor nanocrystal with dimensions between # and # nm, whose unique three-dimensional quantum confinement effect leads to the discretization of energy levels in electron–hole pairs.	1	1	10.1038/s43246-026-01177-y	Quantum dots (QDs) are a typical semiconductor nanocrystal with dimensions between 1 and 20 nm, whose unique three-dimensional quantum confinement effect leads to the discretization of energy levels in electron–hole pairs.
introduction	results	The synthesis process of CsPbBr# and the PHCL/TP–CsPbBr# QDs, along with their corresponding size, structure, and model analysis are shown in Fig. #	1	1	10.1038/s43246-026-01177-y	The synthesis process of CsPbBr3 and the PHCL/TP–CsPbBr3 QDs, along with their corresponding size, structure, and model analysis are shown in Fig. 1.
results	discussion	In this work, we focused on imparting defect self-healing properties to CsPbBr# perovskite QDs through a TOP–Pb(St)# dual-ligand synergistic strategy, achieving simultaneous optimization of environmental stability (water/heat stability improved by more than # times) and solvent selectivity (PHCl solubility).	1	1	10.1038/s43246-026-01177-y	In this work, we focused on imparting defect self-healing properties to CsPbBr3 perovskite QDs through a TOP–Pb(St)2 dual-ligand synergistic strategy, achieving simultaneous optimization of environmental stability (water/heat stability improved by more than 20 times) and solvent selectivity (PHCl solubility).
discussion	methods	Cesium carbonate (Cs#CO#, #%, purity), was purchased from Shanghai Bide Pharmatech Co., Ltd.	1	1	10.1038/s43246-026-01177-y	Cesium carbonate (Cs2CO3, 99.9%, purity), was purchased from Shanghai Bide Pharmatech Co., Ltd.
abstract	introduction	Many mobile electronic devices including smartphones and tablets consist of electronic and optoelectronic components such as microprocessors memory modules and high-resolution information displays.	1	1	qc_2015_wearable-rgb-qled-array	Many mobile electronic devices including smartphones and tablets consist of electronic and optoelectronic components such as microprocessors memory modules and high-resolution information displays.
introduction	results	High-resolution intaglio transfer printing	1	1	qc_2015_wearable-rgb-qled-array	High-resolution intaglio transfer printing
results	discussion	In conclusion we demonstrate ultra-thin wearable RGB LED arrays fabricated using colloidal QDs and high-resolution intaglio transfer printing technology.	1	1	qc_2015_wearable-rgb-qled-array	In conclusion we demonstrate ultra-thin wearable RGB LED arrays fabricated using colloidal QDs and high-resolution intaglio transfer printing technology.
discussion	methods	The CdSe/ZnS QDs for blue and green QDs and the CdSe/CdS/ZnS QDs for red QDs were synthesized in the laboratory.	1	1	qc_2015_wearable-rgb-qled-array	The CdSe/ZnS QDs for blue and green QDs and the CdSe/CdS/ZnS QDs for red QDs were synthesized in the laboratory.
abstract	introduction	Among various light-emitting materials for next generation displays quantum dots (QDs) are prominent due to their unique optoelectronic properties such as their high brightness and narrow emission spectra extensive colour tunability high quantum yield and good stability.	1	1	10.1038/s41467-020-16865-7	Among various light-emitting materials for next generation displays quantum dots (QDs) are prominent due to their unique optoelectronic properties such as their high brightness and narrow emission spectra extensive colour tunability high quantum yield and good stability.
introduction	results	Overall procedure of omni-resolution iTP	1	1	10.1038/s41467-020-16865-7	Overall procedure of omni-resolution iTP
results	discussion	This work demonstrates the highest-resolution full-colour RGB QD pixel array reported to date with outstanding pixel-density of up to # PPD.	1	1	10.1038/s41467-020-16865-7	This work demonstrates the highest-resolution full-colour RGB QD pixel array reported to date with outstanding pixel-density of up to 368 PPD.
discussion	methods	Preparation of CdSe/CdS/ZnS Red QDs: After # mmol of cadmium oxide (CdO) # mmol of oleic acid (OA) and # ml of #-octadecene (ODE) were added into a # mL flask under an Ar condition the temperature of the reactor was increased up to # °C.	1	1	10.1038/s41467-020-16865-7	Preparation of CdSe/CdS/ZnS Red QDs: After 1 mmol of cadmium oxide (CdO) 4 mmol of oleic acid (OA) and 20 ml of 1-octadecene (ODE) were added into a 100 mL flask under an Ar condition the temperature of the reactor was increased up to 300 °C.
abstract	introduction	Quantum dot (QD) light-emitting diodes (LEDs) are ideal for next-generation flat-panel displays because of their scalability cost effectiveness emission color purity and tunable chromaticity.	1	1	10.1038/s41467-022-29812-5	Quantum dot (QD) light-emitting diodes (LEDs) are ideal for next-generation flat-panel displays because of their scalability cost effectiveness emission color purity and tunable chromaticity.
introduction	results	Emission polarization in individual ANCs	1	1	10.1038/s41467-022-29812-5	Emission polarization in individual ANCs
results	methods	Materials for LHP NCs synthesis	1	1	10.1038/s41467-022-29812-5	Materials for LHP NCs synthesis
abstract	introduction	Perovskite halides as a type of emerging semiconducting materials exhibit outstanding optoelectronic properties such as easily tunable optical bandgaps high charge carrier mobility and long carrier diffusion length.	1	1	10.1038/s41377-022-00992-5	Perovskite halides as a type of emerging semiconducting materials exhibit outstanding optoelectronic properties such as easily tunable optical bandgaps high charge carrier mobility and long carrier diffusion length.
introduction	results	Here the microstructure of synthetized blue perovskite QDs via room temperature ligand assisted reprecipitation method (the details are shown in Experimental Section) is shown in Fig. #	1	1	10.1038/s41377-022-00992-5	Here the microstructure of synthetized blue perovskite QDs via room temperature ligand assisted reprecipitation method (the details are shown in Experimental Section) is shown in Fig. 1.
results	discussion	We successfully realized FA cation doped pure blue CsPb(Cl₀.₅Br₀.₅)₃ QDs at room temperature.	1	1	10.1038/s41377-022-00992-5	We successfully realized FA cation doped pure blue CsPb(Cl₀.₅Br₀.₅)₃ QDs at room temperature.
discussion	methods	Cs₂CO₃(#%) didodecyldimethylammonium bromide (DDAB#%) toluene (ACS grade Fisher) Octanoic acid (OTAc#%) Formamidine acetate (FAAc #%) tetraoctylammonium bromide (TOAB#%) Methyl acetate (#%) and aluminum (Al) were purchased from Sigma-Aldrich.	1	1	10.1038/s41377-022-00992-5	Cs₂CO₃(99.9%) didodecyldimethylammonium bromide (DDAB98%) toluene (ACS grade Fisher) Octanoic acid (OTAc98%) Formamidine acetate (FAAc 99%) tetraoctylammonium bromide (TOAB98%) Methyl acetate (98%) and aluminum (Al) were purchased from Sigma-Aldrich.
abstract	introduction	Driven by technology advances in solid-state optoelectronics light-emitting diode (LED) lighting has been expanded to a wide range of applications in consumer electronics automotive architectural and healthcare settings.	1	1	10.1038/s41467-022-31853-9	Driven by technology advances in solid-state optoelectronics light-emitting diode (LED) lighting has been expanded to a wide range of applications in consumer electronics automotive architectural and healthcare settings.
introduction	results	Lighting system architecture and computational design framework	1	1	10.1038/s41467-022-31853-9	Lighting system architecture and computational design framework
results	discussion	In this work a computational design framework has been proposed for optimising the architecture of the smart white lighting systems having a layout of the multiple patterns of pixelated QD-LEDs.	1	1	10.1038/s41467-022-31853-9	In this work a computational design framework has been proposed for optimising the architecture of the smart white lighting systems having a layout of the multiple patterns of pixelated QD-LEDs.
discussion	methods	To find the optimal combination of peak wavelengths for the N-primary coloured white lighting system we used a combinatorial colour optimisation process with a cost function for a given spectral radiance of the lighting system.	1	1	10.1038/s41467-022-31853-9	To find the optimal combination of peak wavelengths for the N-primary coloured white lighting system we used a combinatorial colour optimisation process with a cost function for a given spectral radiance of the lighting system.
abstract	introduction	Photoluminescence (PL) intermittency, or PL blinking, is a common property of nanoscale light emitters.	1	1	qdp_2012_lifetime-blinking-nonblinking-qd	Photoluminescence (PL) intermittency, or PL blinking, is a common property of nanoscale light emitters.
introduction	results	In our studies, we use a custom-built electrochemical cell incorporated into a micro-PL system based on a confocal microscope.	1	1	qdp_2012_lifetime-blinking-nonblinking-qd	In our studies, we use a custom-built electrochemical cell incorporated into a micro-PL system based on a confocal microscope.
results	discussion	In analogy with the analysis of the ON/OFF time statistics performed for traditional intensity blinking, we conduct a similar analysis for lifetime blinking by setting a lifetime threshold to distinguish between two different charge states (#) and (#).	1	1	qdp_2012_lifetime-blinking-nonblinking-qd	In analogy with the analysis of the ON/OFF time statistics performed for traditional intensity blinking, we conduct a similar analysis for lifetime blinking by setting a lifetime threshold to distinguish between two different charge states (0) and (1).
discussion	methods	The synthesis of giant core/shell CdSe/CdS nanocrystals was performed using a modified version of the successive ionic layer adsorption and reaction method.	1	1	qdp_2012_lifetime-blinking-nonblinking-qd	The synthesis of giant core/shell CdSe/CdS nanocrystals was performed using a modified version of the successive ionic layer adsorption and reaction method.
abstract	introduction	Colloidal quantum dots (QDs) exhibit narrow-band highly efficient and widely tunable emission.	1	1	qdp_2013_auger-control-carrier-kinetics	Colloidal quantum dots (QDs) exhibit narrow-band highly efficient and widely tunable emission.
introduction	results	Structural and spectroscopic properties of QD emitters	1	1	qdp_2013_auger-control-carrier-kinetics	Structural and spectroscopic properties of QD emitters
results	discussion	We have studied the role of multicarrier states and specifically the role of multicarrier Auger recombination in QD-LEDs.	1	1	qdp_2013_auger-control-carrier-kinetics	We have studied the role of multicarrier states and specifically the role of multicarrier Auger recombination in QD-LEDs.
discussion	methods	Cadmium oxide (CdO #%) Se (# mesh #%) zinc acetate (Zn(Acet)₂, #%) S (power #%) #-dodecanethiol (DDT #%) oleic acid (OA #%) #-octadecene (ODE #%) tri-n-octylphosphine (TOP #%) tri-n-octylamine (TOA #%) zinc acetate dihydrate (Zn(Ac)₂·#H₂O>#%) potassium hydroxide (KOH #+%) and butanol (#%) were purchased from Alfa Aesar.	1	1	qdp_2013_auger-control-carrier-kinetics	Cadmium oxide (CdO 99.998%) Se (200 mesh 99.999%) zinc acetate (Zn(Acet)₂, 99.99%) S (power 99%) 1-dodecanethiol (DDT 98%) oleic acid (OA 99%) 1-octadecene (ODE 90%) tri-n-octylphosphine (TOP 97%) tri-n-octylamine (TOA 95%) zinc acetate dihydrate (Zn(Ac)₂·2H₂O>98%) potassium hydroxide (KOH 99+%) and butanol (99%) were purchased from Alfa Aesar.
