section	opener_3gram	total_occurrences	paper_count	top_papers
results	in fig. 3b	2	2	10.1038/s41467-022-31189-4;10.1038/s41467-024-49574-6
methods	then 3 ml	2	2	10.1038/s41377-022-01036-8;10.1038/s41377-024-01601-3
results	in contrast it	2	1	10.1038/s41467-021-22864-z
results	the defect density	2	2	10.1038/s41467-024-54160-x;10.1038/s41467-025-64111-9
results	in the next	2	2	10.1038/s41467-025-61511-9;10.1038/s41467-025-63209-4
methods	substrates are then	2	1	10.1038/s41467-021-22864-z
results	as the qd	2	2	10.1038/s41467-025-62345-1;10.1038/s41928-026-01670-9
results	for the zno	2	1	10.1038/s41467-022-32010-y
results	figure 2f clearly	2	2	10.1038/s41467-019-13909-5;10.1038/s41467-026-69198-2
results	therefore we have	2	2	10.1038/s41377-025-01817-x;10.1038/s41377-025-01959-y
methods	synthesis and material	2	2	10.1038/s41377-020-0328-6;10.1038/s41467-025-58470-6
discussion	this was achieved	2	2	10.1038/s41467-023-43472-z;10.1038/s43246-026-01177-y
results	interestingly the pl	2	2	10.1038/s41467-023-35954-x;10.1038/s41467-023-36118-7
results	further increase in	2	2	10.1038/s41467-021-24616-5;10.1038/s41467-024-49838-1
results	in summary our	2	2	10.1038/s41467-019-13909-5;10.1038/s41467-026-69198-2
results	therefore in order	2	2	10.1038/s41467-021-27652-3;10.1038/s41467-022-31853-9
results	to uncover the	2	2	10.1038/s41467-026-71949-0;10.1038/s41467-026-75756-5
results	following the surrogate	2	1	10.1038/s41467-025-63209-4
results	the corresponding current	2	2	10.1038/s41377-024-01727-4;10.1038/s41377-025-01972-1
methods	the precipitates were	2	2	10.1038/s41467-023-35954-x;10.1038/s41467-024-49574-6
results	the characteristics of	2	2	10.1038/s41467-020-14756-5;10.1038/s41467-025-61511-9
results	we also observe	2	2	10.1038/s41467-022-29702-w;10.1038/s41467-024-50432-8
results	low-voltage operation is	2	2	10.1038/s41377-025-01835-9;10.1038/s41467-022-31478-y
discussion	in contrast to	2	2	10.1038/s41467-021-24616-5;qdp_2016_inas-qd-size-tunable-nir-emission
methods	the device with	2	2	10.1038/s41467-022-29812-5;10.1038/s41467-026-68315-5
methods	for perovskite precursor	2	2	10.1038/s41467-024-51760-5;10.1038/s41467-025-64546-0
methods	with the given	2	1	10.1038/s41467-022-31853-9
results	the plqy values	2	2	10.1038/s41377-022-00992-5;10.1038/s41467-026-68315-5
results	we characterized the	2	2	10.1038/s41377-026-02231-7;alhtl_2017_cspbbr3-moo3-hil-peled
results	after ligand exchange	2	1	10.1038/s41467-018-06294-y
results	the hole injection	2	2	10.1038/s41467-022-28037-w;10.1038/s41467-024-49838-1
results	the cross-sectional transmission	2	2	10.1038/s41467-023-40150-y;10.1038/s41467-023-41868-5
results	the active region	2	2	10.1038/s41467-023-43472-z;10.1038/s41467-026-74151-4
results	passivation effects on	2	1	10.1038/s41467-021-20970-6
results	figure 3b compares	2	2	10.1038/s41467-018-04986-z;10.1038/s41467-022-29812-5
results	this has been	2	2	10.1038/s41586-024-07149-x;10.1038/s43246-021-00203-5
results	here we demonstrate	2	2	10.1038/s41467-020-16560-7;10.1038/s41467-023-41041-y
introduction	the problem of	2	2	10.1038/s41467-022-31189-4;10.1038/s41563-024-01812-4
results	one is to	2	1	10.1038/s41467-022-31853-9
methods	the diffraction patterns	2	2	10.1038/s41467-020-14747-6;10.1038/s41467-020-20582-6
results	effects of the	2	1	10.1038/s41467-025-59515-6
results	in addition benefiting	2	2	10.1038/s41467-020-18006-6;10.1038/s41467-026-74198-3
results	only at very	2	1	10.1038/s41467-018-06425-5
results	to compare the	2	2	10.1038/s41467-021-27652-3;10.1038/s43246-024-00645-7
results	a tentative mechanism	2	2	10.1038/s41467-018-06425-5;10.1038/s41467-025-61511-9
results	figure 1b presents	2	2	10.1038/s41467-025-56557-8;10.1038/s41467-026-74151-4
abstract	we show that	2	2	10.1038/s41467-021-22864-z;10.1038/s41467-026-70555-4
introduction	according to the	2	2	10.1038/s41377-026-02356-9;10.1038/s41467-025-61085-6
results	for the perovskite	2	2	10.1038/s41467-023-41929-9;10.1038/s41467-025-56557-8
methods	for ftir measurements	2	2	10.1038/s41467-025-57472-8;10.1038/s41467-026-74583-y
results	the highest occupied	2	2	10.1038/s41467-025-67737-x;10.1038/s41467-026-71301-6
introduction	this might be	2	2	10.1038/s41467-021-24616-5;10.1038/s41467-025-59515-6
abstract	the strategy is	2	2	10.1038/s41467-019-09794-7;10.1038/s41467-026-71301-6
results	after shelling with	2	1	10.1038/s43246-026-01136-7
results	while the qds	2	2	10.1038/s41377-024-01601-3;10.1038/s41467-020-14756-5
methods	the electron beam	2	2	10.1038/s41467-023-40194-0;qdp_2016_inas-qd-size-tunable-nir-emission
results	under reversed bias	2	1	10.1038/s41467-019-08749-2
methods	the zmo layer	2	1	10.1038/s41467-024-47891-4
methods	in brief a	2	2	10.1038/s41467-024-55619-7;10.1038/s41467-025-58471-5
results	this behavior highlights	2	2	10.1038/s41467-026-70555-4;10.1038/s41467-026-74151-4
results	as compared to	2	2	10.1038/s41467-022-29812-5;10.1038/s41467-023-40194-0
results	injection of a	2	2	10.1038/s41467-020-15944-z;10.1038/s41467-024-53221-5
results	as demonstrated above	2	2	10.1038/s41467-019-09737-2;10.1038/s43246-026-01177-y
results	more pbi₂ precipitation	2	1	10.1038/s41467-020-20433-4
introduction	extensive efforts have	2	2	10.1038/s41467-019-09794-7;10.1038/s41586-024-07360-w
results	therefore the device	2	2	10.1038/s41467-024-51760-5;10.1038/s43246-020-00084-0
abstract	consequently we achieve	2	2	10.1038/s41467-025-58470-6;10.1038/s41467-026-71292-4
results	if considering only	2	1	10.1038/s41467-023-39488-0
results	emission quenching of	2	1	10.1038/s41467-024-45944-2
results	for the samples	2	2	10.1038/s41467-021-24616-5;10.1038/s41467-025-56557-8
methods	for the inverted	2	2	10.1038/s41467-020-16560-7;10.1038/s41467-024-47891-4
methods	electroluminescence el and	2	2	10.1038/s41377-025-01867-1;10.1038/s41467-022-29702-w
results	the coordination of	2	2	10.1038/s41377-025-01959-y;10.1038/s43246-026-01177-y
results	by replacing the	2	2	10.1038/s41467-022-28037-w;10.1038/s41467-024-47891-4
results	the time-resolved emission	2	2	10.1038/s41467-026-71292-4;10.1038/s43246-021-00203-5
results	the ne of	2	1	10.1038/s41467-022-28480-9
methods	steady-state absorption spectra	2	2	10.1038/s41467-020-16855-9;qdp_2014_carrier-multiplication-quasi-type-ii
results	all blinking traces	2	1	10.1038/s41467-024-55619-7
results	impact of al2o3-particles	2	1	10.1038/s41467-025-64546-0
results	however the situation	2	2	10.1038/s41467-018-04986-z;10.1038/s41467-025-65135-x
methods	tpv and tpc	2	2	10.1038/s41467-025-58047-3;10.1038/s41467-026-73911-6
methods	finally the qd	2	1	10.1038/s41467-024-50022-8
results	the density functional	2	2	10.1038/s41467-025-63653-2;10.1038/s41467-025-67737-x
methods	external quantum efficiency	2	2	10.1038/s41377-025-02000-y;10.1038/s41467-025-64546-0
methods	perovskite light-emitting diodes	2	1	10.1038/s41467-025-61085-6
results	energy transfer in	2	2	10.1038/s41467-021-21522-8;10.1038/s41467-024-50508-5
results	the slow component	2	2	10.1038/s41467-020-15944-z;10.1038/s42005-023-01169-1
methods	the chemicals chlorobenzene	2	2	10.1038/s41377-025-01972-1;10.1038/s41467-024-52521-0
methods	the amount of	2	2	10.1038/s41467-017-01379-6;10.1038/s41467-020-20433-4
results	compared with conventional	2	2	10.1038/s41467-020-16659-x;10.1038/s41467-025-67347-7
results	supplementary fig. 20	2	2	10.1038/s41467-025-64111-9;10.1038/s41467-026-70555-4
results	the energy transfer	2	2	10.1038/s41467-023-36118-7;qc_2015_wearable-rgb-qled-array
introduction	inspired by these	2	2	10.1038/s41377-025-02019-1;10.1038/s41467-019-13909-5
methods	current densityvoltageluminance jvl	2	2	10.1038/s41467-022-29812-5;10.1038/s41467-025-65871-0
results	all the transfer	2	2	10.1038/s41467-023-38216-y;10.1038/s41467-025-57200-2
results	for the yellow	2	1	10.1038/s41467-026-74151-4
methods	the cs-oleate precursor	2	2	10.1038/s41467-019-13951-3;10.1038/s41467-024-50634-0
methods	the time delay	2	2	10.1038/s41467-020-16855-9;10.1038/s41467-020-17633-3
methods	the procedure follows	2	1	10.1038/s41467-026-70555-4
results	cyclic voltammetry cv	2	2	10.1038/s41377-025-01817-x;10.1038/s41467-025-67737-x
results	interfacial polarization effects	2	1	10.1038/s41467-026-69200-x
results	in particular they	2	1	10.1038/s41467-022-31189-4
results	s1 supplementary information	2	1	10.1038/s41377-025-02019-1
results	although it is	2	2	10.1038/s41563-024-01812-4;10.1038/s41586-023-05855-6
results	during the positive	2	1	10.1038/s41467-021-24762-w
results	furthermore owing to	2	2	10.1038/s41377-026-02356-9;10.1038/s41467-024-50634-0
methods	following the completion	2	1	10.1038/s41467-025-63209-4
introduction	moreover this strategy	2	2	10.1038/s41467-024-55653-5;10.1038/s41467-026-72733-w
results	we attributed the	2	2	10.1038/s41377-022-00855-z;10.1038/s41467-026-73911-6
introduction	the design of	2	2	10.1038/s41467-025-59515-6;10.1038/s43246-026-01177-y
results	furthermore the formation	2	2	10.1038/s41467-023-36773-w;10.1038/s43246-024-00645-7
results	the average size	2	2	10.1038/s41467-024-45945-1;10.1038/s43246-026-01136-7
results	in a similar	2	2	10.1038/s41467-021-24931-x;10.1038/s41467-025-56068-6
methods	in another flask	2	2	10.1038/s41377-024-01704-x;10.1038/s41377-026-02237-1
methods	after stirring the	2	2	10.1038/s41377-026-02246-0;10.1038/s41467-026-72733-w
methods	the recording of	2	2	10.1038/s41467-025-63389-z;10.1038/s41467-026-73911-6
methods	the effective device	2	1	10.1038/s41467-024-55376-7
introduction	consequently the development	2	2	10.1038/s41377-022-00992-5;10.1038/s41467-025-59527-2
results	we also confirmed	2	1	10.1038/s41467-026-69200-x
introduction	however the intrinsic	2	2	10.1038/s41377-024-01500-7;10.1038/s41467-025-56068-6
methods	synthesis of fapbi₃	2	2	10.1038/s41377-024-01704-x;10.1038/s41377-026-02237-1
results	to overcome this	2	2	10.1038/s41467-024-45945-1;10.1038/s41467-025-64546-0
methods	a precursor solution	2	2	10.1038/s41467-023-36118-7;10.1038/s41467-024-54160-x
results	the raman peak	2	2	10.1038/s41377-026-02231-7;10.1038/s41467-025-59515-6
methods	a compact tio2	2	1	10.1038/s41467-026-69198-2
results	for this the	2	2	10.1038/s41467-021-22864-z;10.1038/s41467-023-39488-0
results	the calculation and	2	2	10.1038/s41467-023-40194-0;10.1038/s43246-026-01177-y
abstract	however their performance	2	2	10.1038/s41467-019-13909-5;10.1038/s41467-024-55376-7
methods	the ratio of	2	2	10.1038/s41467-024-50508-5;10.1038/s41467-025-58471-5
methods	benzoyl peroxide was	2	1	10.1038/s41467-024-49791-z
results	for 2pacz the	2	1	10.1038/s41467-024-51760-5
introduction	however there is	2	2	10.1038/s41377-024-01601-3;10.1038/s41467-024-46243-6
results	as extensively reported	2	2	10.1038/s41377-024-01601-3;10.1038/s41377-026-02246-0
results	we first compared	2	2	10.1038/s41377-025-02000-y;10.1038/s41467-025-63684-9
methods	the interactions between	2	2	10.1038/s41467-024-51760-5;10.1038/s41467-026-68315-5
results	overall these results	2	2	10.1038/s41467-021-22864-z;10.1038/s41467-026-72115-2
results	moreover the average	2	2	10.1038/s41467-018-03049-7;10.1038/s41467-026-73911-6
methods	the back-reflected signal	2	2	10.1038/s41467-019-08749-2;10.1038/s41467-024-44894-z
introduction	for example li	2	2	10.1038/s41377-025-01740-1;10.1038/s41377-025-01959-y
results	more details of	2	2	10.1038/s41467-019-13909-5;10.1038/s41467-022-29538-4
results	in this scenario	2	2	10.1038/s41467-024-52401-7;10.1038/s41467-025-66981-5
results	we evaluated the	2	2	10.1038/s41467-025-64546-0;10.1038/s41467-026-72115-2
results	cross-sectional transmission electron	2	2	10.1038/s41467-025-59527-2;qdp_2013_carrier-multiplication-qd-films
results	our observations are	2	2	10.1038/s41467-020-20582-6;qdp_2013_auger-control-carrier-kinetics
methods	to carry out	2	2	10.1038/s41377-025-01972-1;10.1038/s41467-022-28037-w
methods	time-resolved pl measurements	2	2	10.1038/s41467-018-06425-5;10.1038/s41467-025-58470-6
methods	the pedot:pss 4083	2	2	10.1038/s41377-025-02000-y;10.1038/s41467-025-57304-9
introduction	compared with the	2	2	10.1038/s41377-024-01601-3;10.1038/s43246-020-00084-0
results	with increasing voltage	2	2	10.1038/s41377-024-01727-4;10.1038/s41467-025-58047-3
results	the spectroscopic results	2	2	10.1038/s41467-020-15944-z;10.1038/s41467-024-45945-1
introduction	in addition for	2	2	10.1038/s41377-025-01959-y;qc_2015_wearable-rgb-qled-array
results	the optical properties	2	2	10.1038/s41467-024-50634-0;10.1038/s41467-024-55376-7
results	the apparent threshold	2	1	10.1038/s41467-022-31478-y
results	the qd patterns	2	1	10.1038/s41467-021-24931-x
results	next we examine	2	2	10.1038/s41467-021-22864-z;10.1038/s41467-025-57746-1
results	we claim that	2	1	10.1038/s41467-025-60886-z
discussion	this work presents	2	2	10.1038/s41377-025-02019-1;10.1038/s41467-025-65135-x
methods	qd pattern and	2	2	10.1038/s41377-024-01601-3;10.1038/s41377-026-02246-0
results	in this design	2	1	10.1038/s41467-023-39488-0
methods	alignment and uv	2	1	10.1038/s41377-025-02000-y
discussion	our findings provide	2	2	10.1038/s41377-026-02231-7;10.1038/s41467-021-25955-z
introduction	however the toxicity	2	2	10.1038/s41467-018-06294-y;10.1038/s41467-025-59527-2
results	therefore as the	2	2	10.1038/s41467-024-47184-w;10.1038/s41467-026-70555-4
results	in particular a	2	2	10.1038/s41467-026-72115-2;10.1038/s41586-023-05855-6
results	in strongly coupled	2	2	10.1038/s41467-025-61085-6;10.1038/s41467-026-70555-4
results	in contrast after	2	2	10.1038/s41467-023-41929-9;10.1038/s41467-024-54160-x
results	we also monitored	2	2	10.1038/s41377-024-01704-x;10.1038/s41377-026-02247-z
results	for this purpose	2	2	10.1038/s41467-024-53221-5;10.1038/s41467-026-73911-6
methods	the effects of	2	1	10.1038/s41467-024-55812-8
results	first of all	2	2	10.1038/s41467-024-46243-6;qdp_2013_auger-control-carrier-kinetics
results	this analysis revealed	2	2	10.1038/s41467-025-58047-3;10.1038/s41467-025-64546-0
results	the sem and	2	2	10.1038/s41467-018-06425-5;10.1038/s41467-026-73911-6
discussion	it may not	2	2	10.1038/s41467-020-16855-9;10.1038/s41467-023-38216-y
results	figure 2f shows	2	2	10.1038/s41467-022-28480-9;10.1038/s43246-026-01177-y
results	the strong interaction	2	2	10.1038/s41377-026-02246-0;10.1038/s41467-024-49751-7
results	absorption spectra were	2	2	10.1038/s41467-020-16855-9;10.1038/s41467-021-21522-8
introduction	this behavior is	2	2	10.1038/s41467-018-03049-7;10.1038/s41467-018-07383-8
results	we tracked the	2	2	10.1038/s41467-020-20555-9;10.1038/s41467-024-50634-0
introduction	however the problem	2	2	10.1038/s41467-020-20555-9;10.1038/s41467-022-31853-9
methods	then dissolve the	2	1	10.1038/s41377-024-01704-x
methods	the adsorption energies	2	2	10.1038/s41467-026-72733-w;10.1038/s41467-026-74583-y
methods	the device areas	2	2	10.1038/s41467-020-20433-4;10.1038/s41467-023-40150-y
results	moreover the formation	2	2	10.1038/s41377-025-01768-3;10.1038/s41467-024-54160-x
abstract	here we resolve	2	2	10.1038/s41467-022-31189-4;10.1038/s41586-023-05855-6
results	additionally the simulated	2	2	10.1038/s41467-019-08561-y;10.1038/s41467-025-65871-0
methods	the pmc precursor	2	1	10.1038/s41467-020-14747-6
methods	the single qd	2	1	10.1038/s41467-024-55619-7
results	the output characteristics	2	2	10.1038/s41467-024-47184-w;10.1038/s41467-025-57200-2
results	the bandgap of	2	2	10.1038/s41377-025-01768-3;10.1038/s41467-019-13909-5
results	however we could	2	1	10.1038/s41467-020-20555-9
methods	to measure the	2	2	10.1038/s41467-024-47891-4;10.1038/s41928-024-01151-x
results	the linewidth and	2	2	10.1038/s41467-021-24931-x;10.1038/s41467-025-64596-4
methods	characterizations of quantum	2	1	10.1038/s41467-025-57746-1
methods	it should be	2	2	10.1038/s41467-026-74151-4;10.1038/s43246-026-01136-7
results	we also calculated	2	2	10.1038/s41467-025-57200-2;10.1038/s41467-025-64111-9
introduction	recent studies have	2	2	10.1038/s41467-024-55812-8;10.1038/s41467-025-64111-9
results	the corresponding steady	2	2	10.1038/s41467-023-40150-y;10.1038/s41467-025-61085-6
methods	the forward scanning	2	1	10.1038/s41467-025-59515-6
results	with integrated 2pacz–niox	2	1	10.1038/s41467-025-64111-9
results	at the current	2	2	10.1038/s41467-020-16865-7;10.1038/s41467-025-59527-2
results	for the device	2	2	10.1038/s41377-026-02356-9;10.1038/s41467-024-50022-8
methods	for the flexible	2	2	10.1038/s41467-018-07099-9;10.1038/s41928-026-01670-9
results	to further increase	2	2	10.1038/s41377-025-01835-9;10.1038/s41467-024-49751-7
methods	the tfb 8	2	2	10.1038/s41467-022-28037-w;10.1038/s41467-026-73298-4
results	besides the strong	2	2	10.1038/s41467-021-21522-8;10.1038/s41467-026-71292-4
methods	the pedot:pss solution	2	2	10.1038/s41467-025-56001-x;10.1038/s41467-025-65135-x
methods	the temperature is	2	1	10.1038/s41467-025-65871-0
results	the decay curves	2	2	10.1038/s41467-024-50508-5;10.1038/s41467-025-56987-4
abstract	this strategy significantly	2	2	10.1038/s41467-023-35954-x;10.1038/s41467-025-64111-9
abstract	here we design	2	2	10.1038/s41377-022-01036-8;10.1038/s41467-025-63684-9
results	furthermore the luminance	2	2	10.1038/s41467-025-59527-2;10.1038/s41467-026-72733-w
results	however there is	2	2	10.1038/s41377-025-01768-3;10.1038/s41467-025-66981-5
methods	ito was sputtered	2	2	10.1038/s41467-019-08561-y;qc_2015_wearable-rgb-qled-array
results	an important observation	2	2	10.1038/s41467-020-16865-7;10.1038/s41563-024-01812-4
results	the red shift	2	2	10.1038/s41467-026-70555-4;10.1038/s41467-026-71301-6
results	as the annealing	2	1	10.1038/s41467-025-58470-6
methods	then pedot pss	2	2	10.1038/s41377-024-01704-x;10.1038/s41377-026-02246-0
results	we further designed	2	2	10.1038/s41467-024-52401-7;10.1038/s41467-025-56557-8
methods	the growth rate	2	1	10.1038/s41467-025-67347-7
results	so far we	2	2	10.1038/s41467-018-03049-7;10.1038/s41467-021-22864-z
results	while the qy	2	1	qdp_2016_inas-qd-size-tunable-nir-emission
results	furthermore from the	2	2	10.1038/s41467-022-32010-y;10.1038/s41467-024-50022-8
results	parylene c gate	2	1	10.1038/s41928-024-01205-0
methods	in this work	2	2	10.1038/s41467-026-71949-0;10.1038/s41586-023-05855-6
introduction	most of the	2	2	10.1038/s41467-023-38216-y;10.1038/s43246-026-01136-7
methods	after that 1	2	2	10.1038/s41467-023-36118-7;10.1038/s41467-025-57472-8
results	as is shown	2	1	10.1038/s43246-020-00084-0
methods	field-emission sem jeol	2	2	10.1038/s41467-025-56068-6;10.1038/s41467-025-63389-z
results	in short the	2	2	10.1038/s41467-024-55653-5;10.1038/s41467-026-73911-6
results	the position of	2	2	10.1038/s41467-023-38216-y;10.1038/s42005-023-01169-1
introduction	recently there has	2	2	10.1038/s41467-019-13951-3;10.1038/s41467-022-31853-9
